V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21
0,58206;0,11889;0,1397;0,16850;0,1776;0,45281;0,45280;0,50839;0,58139;0,42301;0,48011;0,58532;0,65077;0,48506;0,52404;0,59709;0,59583;0,58457;0,58045;0;0
0,58655;0,04206;0,1189;0,16869;0,1685;0,38901;0,45281;0,38505;0,50839;0,40942;0,42301;0,53317;0,58532;0,42300;0,48506;0,59702;0,59709;0,59094;0,58457;0;0
0,58655;0,04122;0,0421;0,16923;0,1687;0,37449;0,38901;0,43366;0,38505;0,38702;0,40942;0,49522;0,53317;0,42463;0,42300;0,59628;0,59702;0,58933;0,59094;0;0
0,57040;0,03770;0,0412;0,17040;0,1692;0,37044;0,37449;0,40994;0,43366;0,39040;0,38702;0,52709;0,49522;0,42625;0,42463;0,59399;0,59628;0,58287;0,58933;0;0
0,56502;0,05602;0,0377;0,17561;0,1704;0,37286;0,37044;0,41171;0,40994;0,37478;0,39040;0,51240;0,52709;0,41326;0,42625;0,59235;0,59399;0,57812;0,58287;0;0
0,55291;0,09027;0,0560;0,18431;0,1756;0,34300;0,37286;0,43660;0,41171;0,33677;0,37478;0,42897;0,51240;0,38532;0,41326;0,58987;0,59235;0,57229;0,57812;0;0
0,55202;0,08827;0,0903;0,18792;0,1843;0,34138;0,34300;0,44608;0,43660;0,35509;0,33677;0,44008;0,42897;0,38694;0,38532;0,58668;0,58987;0,56538;0,57229;0;0
0,55291;0,04591;0,0883;0,19271;0,1879;0,37205;0,34138;0,47159;0,44608;0,33406;0,35509;0,38855;0,44008;0,41488;0,38694;0,58419;0,58668;0,55865;0,56538;0;0
0,56951;0,04364;0,0459;0,18633;0,1927;0,41162;0,37205;0,49889;0,47159;0,31240;0,33406;0,32905;0,38855;0,45614;0,41488;0,58179;0,58419;0,55848;0,55865;0;0
0,55381;0,03816;0,0436;0,15854;0,1863;0,40515;0,41162;0,51610;0,49889;0,26495;0,31240;0,32607;0,32905;0,46361;0,45614;0,57706;0,58179;0,55623;0,55848;0;0
0,56726;0,04622;0,0382;0,09176;0,1585;0,43100;0,40515;0,53629;0,51610;0,35511;0,26495;0,37894;0,32607;0,47238;0,46361;0,57222;0,57706;0,55910;0,55623;1;0
0,58027;0,06824;0,0462;0,06898;0,0918;0,45281;0,43100;0,52976;0,53629;0,46855;0,35511;0,55852;0,37894;0,48765;0,47238;0,57034;0,57222;0,56475;0,55910;1;0
0,57623;0,05822;0,0682;0,06673;0,0690;0,41565;0,45281;0,47338;0,52976;0,48965;0,46855;0,58186;0,55852;0,47856;0,48765;0,57135;0,57034;0,56942;0,56475;1;0
0,53139;0,12971;0,0582;0,07247;0,0667;0,36315;0,41565;0,43956;0,47338;0,34148;0,48965;0,41325;0,58186;0,42365;0,47856;0,57101;0,57135;0,56179;0,56942;1;0
0,47130;0,32127;0,1297;0,15180;0,0725;0,23073;0,36315;0,32334;0,43956;0,29520;0,34148;0,41669;0,41325;0,27518;0,42365;0,56502;0,57101;0,54529;0,56179;1;0
0,47623;0,37099;0,3213;0,20175;0,1518;0,21624;0,23073;0,29672;0,32334;0,31286;0,29520;0,43086;0,41669;0,22287;0,27518;0,56076;0,56502;0,52709;0,54529;1;0
0,44215;0,38095;0,3710;0,27336;0,2017;0,16213;0,21624;0,28420;0,29672;0,20086;0,31286;0,30099;0,43086;0,21540;0,22287;0,55513;0,56076;0,49946;0,52709;1;0
0,40987;0,31712;0,3809;0,35023;0,2734;0,18454;0,16213;0,33915;0,28420;0,13977;0,20086;0,24593;0,30099;0,25244;0,21540;0,54590;0,55513;0,46619;0,49946;1;0
0,41704;0,20772;0,3171;0,39366;0,3502;0,30564;0,18454;0,52555;0,33915;0,17162;0,13977;0,29182;0,24593;0,32294;0,25244;0,53661;0,54590;0,44332;0,46619;1;0
0,36368;0,29129;0,2077;0,47424;0,3937;0,20048;0,30564;0,45881;0,52555;0,10091;0,17162;0,28151;0,29182;0,26836;0,32294;0,52536;0,53661;0,42179;0,44332;1;0
0,34664;0,27589;0,2913;0,54785;0,4742;0,23110;0,20048;0,52121;0,45881;0,06833;0,10091;0,26731;0,28151;0,27778;0,26836;0,51359;0,52536;0,39587;0,42179;1;0
0,34798;0,23501;0,2759;0,59726;0,5479;0,29175;0,23110;0,54936;0,52121;0,07037;0,06833;0,28545;0,26731;0,30897;0,27778;0,50166;0,51359;0,37704;0,39587;0;0
0,37578;0,19641;0,2350;0,61293;0,5973;0,32902;0,29175;0,48761;0,54936;0,13686;0,07037;0,33252;0,28545;0,37849;0,30897;0,49112;0,50166;0,37022;0,37704;0;0
0,36592;0,07530;0,1964;0,63033;0,6129;0,40759;0,32902;0,62290;0,48761;0,13003;0,13686;0,33903;0,33252;0,47401;0,37849;0,48090;0,49112;0,36000;0,37022;0;0
0,38251;0,10266;0,0753;0,63253;0,6303;0,46843;0,40759;0,64508;0,62290;0,17347;0,13003;0,39971;0,33903;0,51462;0,47401;0,47177;0,48090;0,36377;0,36000;0;0
0,39372;0,11153;0,1027;0,62839;0,6325;0,48627;0,46843;0,61348;0,64508;0,19182;0,17347;0,39977;0,39971;0,52079;0,51462;0,46381;0,47177;0,37318;0,36377;0;0
0,37534;0,05921;0,1115;0,62481;0,6284;0,40273;0,48627;0,52460;0,61348;0,16259;0,19182;0,39361;0,39977;0,46914;0,52079;0,45498;0,46381;0,37865;0,37318;0;0
0,38475;0,06036;0,0592;0,61024;0,6248;0,43759;0,40273;0,49245;0,52460;0,15181;0,16259;0,40169;0,39361;0,47173;0,46914;0,44657;0,45498;0,38045;0,37865;0;0
0,38565;0,03189;0,0604;0,57773;0,6102;0,40921;0,43759;0,42694;0,49245;0,17687;0,15181;0,45576;0,40169;0,44769;0,47173;0,43738;0,44657;0,38439;0,38045;0;0
0,39821;0,04845;0,0319;0,54313;0,5777;0,41164;0,40921;0,41564;0,42694;0,17558;0,17687;0,38764;0,45576;0,46361;0,44769;0,42960;0,43738;0,38753;0,38439;0;0
0,38430;0,04348;0,0484;0,49099;0,5431;0,41975;0,41164;0,48292;0,41564;0,13488;0,17558;0,27303;0,38764;0,47238;0,46361;0,42045;0,42960;0,38565;0,38753;0;0
0,40224;0,04616;0,0435;0,40583;0,4910;0,43515;0,41975;0,46862;0,48292;0,16815;0,13488;0,28217;0,27303;0,47401;0,47238;0,41155;0,42045;0,39103;0,38565;0;0
0,41659;0,08115;0,0462;0,29470;0,4058;0,45946;0,43515;0,50732;0,46862;0,25770;0,16815;0,45904;0,28217;0,49740;0,47401;0,40357;0,41155;0,39740;0,39103;0;0
0,41659;0,08383;0,0812;0,20869;0,2947;0,43676;0,45946;0,48886;0,50732;0,34875;0,25770;0,56151;0,45904;0,49968;0,49740;0,39783;0,40357;0,40359;0,39740;0;0
0,40987;0,08269;0,0838;0,17453;0,2087;0,44974;0,43676;0,49243;0,48886;0,33106;0,34875;0,53512;0,56151;0,49708;0,49968;0,39475;0,39783;0,40592;0,40359;0;0
0,40807;0,02813;0,0827;0,12452;0,1745;0,41407;0,44974;0,45493;0,49243;0,38005;0,33106;0,65546;0,53512;0,45322;0,49708;0,39135;0,39475;0,41067;0,40592;0;0
0,40448;0,02266;0,0281;0,10238;0,1245;0,38167;0,41407;0,41330;0,45493;0,42366;0,38005;0,73389;0,65546;0,42593;0,45322;0,38946;0,39135;0,41112;0,41067;0;0
0,39462;0,04279;0,0227;0,09853;0,1024;0,36385;0,38167;0,41687;0,41330;0,39775;0,42366;0,69061;0,73389;0,41391;0,42593;0,38870;0,38946;0,40673;0,41112;0;0
0,36906;0,10756;0,0428;0,09328;0,0985;0,32982;0,36385;0,38237;0,41687;0,44003;0,39775;0,77533;0,69061;0,38077;0,41391;0,38630;0,38870;0,39722;0,40673;0;0
0,38565;0,09939;0,1076;0,08782;0,0933;0,36303;0,32982;0,43292;0,38237;0,49124;0,44003;0,83818;0,77533;0,39149;0,38077;0,38740;0,38630;0,39238;0,39722;0;0
